qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
6941,959,826,5,26,19,01:16.9,,
6942,959,837,209,88,20,01:17.0,,
6943,959,831,15,12,21,01:17.1,,
6944,959,828,15,9,22,01:17.2,,
6945,960,3,131,6,1,01:48.0,01:47.0,01:46.7
6946,960,830,9,33,2,01:48.4,01:47.2,01:46.9
6947,960,8,6,7,3,01:47.9,01:47.7,01:46.9
6948,960,20,6,5,4,01:47.8,01:47.9,01:47.1
6949,960,817,9,3,5,01:48.4,01:48.0,01:47.2
6950,960,815,10,11,6,01:48.1,01:47.5,01:47.4
6951,960,807,10,27,7,01:48.1,01:47.3,01:47.5
6952,960,822,3,77,8,01:48.7,01:47.9,01:47.6
6953,960,18,1,22,9,01:48.7,01:48.1,01:48.1
6954,960,13,3,19,10,01:47.7,01:47.7,01:48.3
6955,960,154,210,8,11,01:48.8,01:48.3,
6956,960,825,4,20,12,01:48.8,01:48.5,
6957,960,821,210,21,13,01:48.7,01:48.6,
6958,960,835,4,30,14,01:48.9,01:48.9,
6959,960,832,5,55,15,01:48.9,01:49.0,
6960,960,836,209,94,16,01:48.6,01:49.3,
6961,960,831,15,12,17,01:48.9,,
6962,960,839,209,31,18,01:49.1,,
6963,960,826,5,26,19,01:49.1,,
6964,960,828,15,9,20,01:49.1,,
6965,960,1,131,44,21,01:50.0,,
6966,961,1,131,44,1,01:21.9,01:21.5,01:21.1
6967,961,3,131,6,2,01:22.5,01:21.8,01:21.6
6968,961,20,6,5,3,01:23.1,01:22.3,01:22.0
6969,961,8,6,7,4,01:23.2,01:22.6,01:22.1
6970,961,822,3,77,5,01:23.3,01:22.5,01:22.4
6971,961,817,9,3,6,01:23.2,01:22.6,01:22.4
6972,961,830,9,33,7,01:23.2,01:22.9,01:22.4
6973,961,815,10,11,8,01:23.4,01:22.9,01:22.8
6974,961,807,10,27,9,01:23.3,01:23.0,01:22.8
6975,961,821,210,21,10,01:23.4,01:22.9,01:23.2
6976,961,13,3,19,11,01:23.5,01:23.0,
6977,961,154,210,8,12,01:23.4,01:23.1,
6978,961,4,1,14,13,01:23.8,01:23.3,
6979,961,836,209,94,14,01:23.8,01:23.3,
6980,961,18,1,22,15,01:23.7,01:23.4,
6981,961,832,5,55,16,01:23.7,01:23.5,
6982,961,826,5,26,17,01:23.8,,
6983,961,831,15,12,18,01:24.0,,
6984,961,828,15,9,19,01:24.1,,
6985,961,835,4,30,20,01:24.2,,
6986,961,825,4,20,21,01:24.4,,
6987,962,3,131,6,1,01:45.3,01:43.0,01:42.6
6988,962,817,9,3,2,01:44.3,01:43.9,01:43.1
6989,962,1,131,44,3,01:45.2,01:43.5,01:43.3
6990,962,830,9,33,4,01:45.0,01:44.1,01:43.3
6991,962,8,6,7,5,01:45.0,01:44.2,01:43.5
6992,962,832,5,55,6,01:45.5,01:44.5,01:44.2
6993,962,826,5,26,7,01:45.3,01:44.5,01:44.5
6994,962,807,10,27,8,01:46.1,01:44.7,01:44.5
6995,962,4,1,14,9,01:45.4,01:44.7,01:44.6
6996,962,815,10,11,10,01:45.2,01:44.7,01:44.6
6997,962,822,3,77,11,01:46.1,01:44.7,
6998,962,13,3,19,12,01:46.1,01:45.0,
6999,962,18,1,22,13,01:45.3,01:45.1,
7000,962,821,210,21,14,01:45.5,01:45.6,
7001,962,154,210,8,15,01:45.6,01:45.7,
7002,962,828,15,9,16,01:46.4,01:47.8,
7003,962,825,4,20,17,01:46.8,,
7004,962,831,15,12,18,01:46.9,,
7005,962,835,4,30,19,01:47.0,,
7006,962,836,209,94,20,01:47.7,,
7007,962,839,209,31,21,01:48.3,,
7008,962,20,6,5,22,01:49.1,,
7009,963,1,131,44,1,01:34.4,01:33.0,01:32.8
7010,963,3,131,6,2,01:34.5,01:33.6,01:33.3
7011,963,830,9,33,3,01:35.4,01:33.8,01:33.4
7012,963,817,9,3,4,01:35.1,01:33.9,01:33.5
7013,963,20,6,5,5,01:34.6,01:34.0,01:33.6
7014,963,8,6,7,6,01:34.6,01:33.9,01:33.6
7015,963,815,10,11,7,01:35.1,01:34.5,01:34.3
7016,963,807,10,27,8,01:34.8,01:34.4,01:34.5
7017,963,18,1,22,9,01:35.3,01:34.4,01:34.5
7018,963,13,3,19,10,01:35.3,01:34.4,01:34.7
7019,963,822,3,77,11,01:35.2,01:34.6,
7020,963,154,210,8,12,01:35.4,01:35.0,
7021,963,821,210,21,13,01:35.7,01:35.1,
7022,963,825,4,20,14,01:35.6,01:35.3,
7023,963,826,5,26,15,01:35.7,01:35.4,
7024,963,832,5,55,16,01:35.6,01:35.4,
7025,963,828,15,9,17,01:35.8,,
7026,963,831,15,12,18,01:35.9,,
7027,963,835,4,30,19,01:36.0,,
7028,963,839,209,31,20,01:36.5,,
7029,963,836,209,94,21,01:36.6,,
7030,963,4,1,14,22,01:37.2,,
7031,964,3,131,6,1,01:31.9,01:30.7,01:30.6
7032,964,1,131,44,2,01:32.2,01:31.1,01:30.7
7033,964,8,6,7,3,01:31.7,01:31.4,01:30.9
7034,964,20,6,5,4,01:31.7,01:31.2,01:31.0
7035,964,830,9,33,5,01:32.5,01:31.5,01:31.2
7036,964,817,9,3,6,01:32.5,01:31.7,01:31.2
7037,964,815,10,11,7,01:32.7,01:32.2,01:32.0
7038,964,154,210,8,8,01:32.5,01:32.2,01:32.0
7039,964,807,10,27,9,01:32.4,01:32.2,01:32.1
7040,964,821,210,21,10,01:32.6,01:32.2,01:32.5
7041,964,822,3,77,11,01:32.4,01:32.3,
7042,964,13,3,19,12,01:32.6,01:32.4,
7043,964,826,5,26,13,01:32.6,01:32.6,
7044,964,832,5,55,14,01:32.8,01:32.7,
7045,964,4,1,14,15,01:32.8,01:32.7,
7046,964,835,4,30,16,01:32.8,01:32.8,
7047,964,18,1,22,17,01:32.9,,
7048,964,825,4,20,18,01:33.0,,
7049,964,828,15,9,19,01:33.2,,
7050,964,831,15,12,20,01:33.3,,
7051,964,839,209,31,21,01:33.4,,
7052,964,836,209,94,22,01:33.6,,
7053,965,1,131,44,1,01:36.3,01:36.5,01:35.0
7054,965,3,131,6,2,01:36.4,01:36.4,01:35.2
7055,965,817,9,3,3,01:36.8,01:36.3,01:35.5
7056,965,830,9,33,4,01:36.6,01:36.9,01:35.7
7057,965,8,6,7,5,01:37.0,01:36.6,01:36.1
7058,965,20,6,5,6,01:37.2,01:36.5,01:36.4
7059,965,807,10,27,7,01:37.0,01:36.6,01:36.6
7060,965,822,3,77,8,01:37.5,01:37.2,01:37.1
7061,965,13,3,19,9,01:37.4,01:37.2,01:37.3
7062,965,832,5,55,10,01:37.7,01:37.2,01:37.3
7063,965,815,10,11,11,01:37.3,01:37.4,
7064,965,4,1,14,12,01:37.9,01:37.4,
7065,965,826,5,26,13,01:37.8,01:37.5,
7066,965,821,210,21,14,01:38.1,01:37.8,
7067,965,835,4,30,15,01:38.1,01:37.9,
7068,965,828,15,9,16,01:38.0,01:39.4,
7069,965,154,210,8,17,01:38.3,,
7070,965,825,4,20,18,01:38.3,,
7071,965,18,1,22,19,01:38.3,,
7072,965,836,209,94,20,01:38.5,,
7073,965,831,15,12,21,01:38.6,,
7074,965,839,209,31,22,01:38.8,,
7075,966,1,131,44,1,01:19.4,01:19.1,01:18.7
7076,966,3,131,6,2,01:20.0,01:19.8,01:19.0
7077,966,830,9,33,3,01:19.9,01:19.0,01:19.1
7078,966,817,9,3,4,01:19.7,01:19.6,01:19.1
7079,966,807,10,27,5,01:20.6,01:19.8,01:19.3
7080,966,8,6,7,6,01:19.6,01:19.9,01:19.4
7081,966,20,6,5,7,01:19.9,01:19.4,01:19.4
7082,966,822,3,77,8,01:20.3,01:20.0,01:19.6
7083,966,13,3,19,9,01:20.4,01:20.2,01:20.0
7084,966,832,5,55,10,01:20.5,01:20.2,01:20.4
7085,966,4,1,14,11,01:20.6,01:20.3,
7086,966,815,10,11,12,01:20.3,01:20.3,
7087,966,18,1,22,13,01:21.3,01:20.7,
7088,966,825,4,20,14,01:21.3,01:21.1,
7089,966,828,15,9,15,01:21.1,01:21.5,
7090,966,836,209,94,16,01:21.4,01:21.8,
7091,966,821,210,21,17,01:21.4,,
7092,966,826,5,26,18,01:21.5,,
7093,966,831,15,12,19,01:21.7,,
7094,966,839,209,31,20,01:21.9,,
7095,966,154,210,8,21,01:21.9,,
7096,967,1,131,44,1,01:11.5,01:11.2,01:10.7
7097,967,3,131,6,2,01:11.8,01:11.4,01:10.8
7098,967,8,6,7,3,01:12.1,01:12.3,01:11.4
7099,967,830,9,33,4,01:12.0,01:11.8,01:11.5
7100,967,20,6,5,5,01:12.2,01:12.0,01:11.5
7101,967,817,9,3,6,01:12.4,01:12.0,01:11.5
7102,967,154,210,8,7,01:12.9,01:12.3,01:11.9
7103,967,807,10,27,8,01:12.4,01:12.4,01:12.1
7104,967,815,10,11,9,01:12.7,01:12.3,01:12.2
7105,967,4,1,14,10,01:12.7,01:12.3,01:12.3
7106,967,822,3,77,11,01:12.7,01:12.4,
7107,967,821,210,21,12,01:13.1,01:12.4,
7108,967,13,3,19,13,01:12.4,01:12.5,
7109,967,826,5,26,14,01:13.1,01:12.7,
7110,967,832,5,55,15,01:13.0,01:12.9,
7111,967,835,4,30,16,01:13.3,01:13.3,
7112,967,18,1,22,17,01:13.3,,
7113,967,825,4,20,18,01:13.4,,
7114,967,836,209,94,19,01:13.4,,
7115,967,839,209,31,20,01:13.4,,
7116,967,828,15,9,21,01:13.6,,
7117,967,831,15,12,22,01:13.7,,
7118,968,1,131,44,1,01:39.5,01:39.4,01:38.8
7119,968,3,131,6,2,01:40.5,01:39.5,01:39.1
7120,968,817,9,3,3,01:41.0,01:40.4,01:39.6
7121,968,8,6,7,4,01:40.3,01:39.6,01:39.6
7122,968,20,6,5,5,01:40.3,01:40.0,01:39.7
7123,968,830,9,33,6,01:40.4,01:39.9,01:39.8
7124,968,807,10,27,7,01:41.0,01:40.7,01:40.5
7125,968,815,10,11,8,01:40.9,01:40.7,01:40.5
7126,968,4,1,14,9,01:41.6,01:41.0,01:41.1
7127,968,13,3,19,10,01:41.2,01:40.9,01:41.2
7128,968,822,3,77,11,01:41.2,01:41.1,
7129,968,18,1,22,12,01:41.2,01:41.3,
7130,968,821,210,21,13,01:41.6,01:41.5,
7131,968,154,210,8,14,01:41.5,01:41.6,
7132,968,835,4,30,15,01:41.8,01:41.8,
7133,968,836,209,94,16,01:41.9,01:42.0,
7134,968,826,5,26,17,01:42.0,,
7135,968,825,4,20,18,01:42.1,,
7136,968,831,15,12,19,01:42.2,,
7137,968,839,209,31,20,01:42.3,,
7138,968,832,5,55,21,01:42.4,,
7139,968,828,15,9,22,01:42.6,,
7140,969,1,131,44,1,01:24.2,01:23.3,01:22.2
7141,969,20,6,5,2,01:25.2,01:23.4,01:22.5
7142,969,822,131,77,3,01:24.5,01:23.2,01:22.5
7143,969,8,6,7,4,01:24.4,01:23.4,01:23.0
7144,969,830,9,33,5,01:24.5,01:24.1,01:23.5
7145,969,154,210,8,6,01:25.4,01:24.7,01:24.1
7146,969,13,3,19,7,01:25.1,01:24.6,01:24.4
7147,969,832,5,55,8,01:25.5,01:25.0,01:24.5
7148,969,826,5,26,9,01:26.0,01:24.9,01:24.5
7149,969,817,9,3,10,01:25.4,01:24.0,
7150,969,815,10,11,11,01:25.1,01:25.1,
7151,969,807,4,27,12,01:25.0,01:25.1,
7152,969,4,1,14,13,01:25.9,01:25.4,
7153,969,839,10,31,14,01:26.0,01:25.6,
7154,969,828,15,9,15,01:26.2,01:26.5,
7155,969,841,15,36,16,01:26.4,,
7156,969,825,210,20,17,01:26.8,,
7157,969,838,1,2,18,01:26.9,,
7158,969,840,3,18,19,01:27.1,,
7159,969,835,4,30,20,01:28.2,,
7160,970,1,131,44,1,01:33.3,01:32.4,01:31.7
7161,970,20,6,5,2,01:33.1,01:32.4,01:31.9
7162,970,822,131,77,3,01:33.7,01:32.6,01:31.9
7163,970,8,6,7,4,01:33.3,01:32.2,01:32.1
7164,970,817,9,3,5,01:34.0,01:33.5,01:33.0
7165,970,13,3,19,6,01:34.2,01:33.8,01:33.5
7166,970,807,4,27,7,01:34.5,01:33.6,01:33.6
7167,970,815,10,11,8,01:34.7,01:33.9,01:33.7
7168,970,826,5,26,9,01:34.4,01:34.0,01:33.7
7169,970,840,3,18,10,01:34.0,01:34.1,01:34.2
7170,970,832,5,55,11,01:34.6,01:34.2,
7171,970,825,210,20,12,01:34.9,01:34.2,
7172,970,4,1,14,13,01:34.5,01:34.4,
7173,970,828,15,9,14,01:34.9,01:35.0,
7174,970,841,15,36,15,01:35.0,,
7175,970,838,1,2,16,01:35.0,,
7176,970,154,210,8,17,01:35.2,,
7177,970,835,4,30,18,01:35.3,,
7178,970,830,9,33,19,01:35.4,,
7179,970,839,10,31,20,01:35.5,,
7180,971,822,131,77,1,01:31.0,01:29.6,01:28.8
7181,971,1,131,44,2,01:30.8,01:29.5,01:28.8
7182,971,20,6,5,3,01:31.0,01:29.6,01:29.2
7183,971,817,9,3,4,01:31.7,01:30.5,01:29.5
7184,971,8,6,7,5,01:31.0,01:29.8,01:29.6
7185,971,830,9,33,6,01:30.9,01:30.3,01:29.7
7186,971,807,4,27,7,01:31.1,01:30.2,01:29.8
7187,971,13,3,19,8,01:31.4,01:30.7,01:30.1
7188,971,154,210,8,9,01:31.7,01:30.9,01:30.8
7189,971,835,4,30,10,01:31.5,01:30.9,01:31.1
7190,971,826,5,26,11,01:31.5,01:30.9,
7191,971,840,3,18,12,01:31.7,01:31.2,
7192,971,836,15,94,13,01:32.0,01:31.4,
7193,971,839,10,31,14,01:31.8,01:31.7,
7194,971,4,1,14,15,01:32.1,,
7195,971,832,5,55,16,01:32.1,,
7196,971,838,1,2,17,01:32.3,,
7197,971,815,10,11,18,01:32.3,,
7198,971,828,15,9,19,01:32.5,,
7199,971,825,210,20,20,01:32.9,,
7200,972,20,6,5,1,01:34.5,01:34.0,01:33.2
7201,972,8,6,7,2,01:35.0,01:33.7,01:33.3
7202,972,822,131,77,3,01:34.0,01:33.3,01:33.3
7203,972,1,131,44,4,01:34.4,01:33.8,01:33.8
7204,972,817,9,3,5,01:35.6,01:35.5,01:34.9
7205,972,13,3,19,6,01:35.8,01:35.0,01:35.1
7206,972,830,9,33,7,01:35.3,01:35.2,01:35.2
7207,972,807,4,27,8,01:35.5,01:35.3,01:35.3
7208,972,815,10,11,9,01:36.2,01:35.5,01:35.3
7209,972,839,10,31,10,01:35.4,01:35.7,01:35.4
7210,972,832,5,55,11,01:35.8,01:35.9,
7211,972,840,3,18,12,01:36.3,01:36.0,
7212,972,826,5,26,13,01:36.0,01:36.0,
7213,972,825,210,20,14,01:36.4,01:36.0,
7214,972,4,1,14,15,01:36.4,01:36.7,
7215,972,835,4,30,16,01:36.5,,
7216,972,838,1,2,17,01:37.1,,
7217,972,836,15,94,18,01:37.3,,
7218,972,828,15,9,19,01:37.5,,
7219,972,154,210,8,20,01:37.6,,
7220,973,1,131,44,1,01:20.5,01:20.2,01:19.1
7221,973,20,6,5,2,01:20.9,01:20.3,01:19.2
7222,973,822,131,77,3,01:21.0,01:20.3,01:19.4
7223,973,8,6,7,4,01:20.7,01:20.6,01:19.4
7224,973,830,9,33,5,01:21.4,01:20.7,01:19.7
7225,973,817,9,3,6,01:21.7,01:20.9,01:20.2
7226,973,4,1,14,7,01:22.0,01:21.3,01:21.0
7227,973,815,10,11,8,01:22.0,01:21.2,01:21.1
7228,973,13,3,19,9,01:22.1,01:21.2,01:21.2
7229,973,839,10,31,10,01:21.9,01:21.1,01:21.3
7230,973,825,210,20,11,01:21.9,01:21.3,
7231,973,832,5,55,12,01:21.9,01:21.4,
7232,973,807,4,27,13,01:22.1,01:21.4,
7233,973,154,210,8,14,01:21.8,01:21.5,
7234,973,836,15,94,15,01:22.3,01:21.8,
7235,973,828,15,9,16,01:22.3,,
7236,973,835,4,30,17,01:22.4,,
7237,973,840,3,18,18,01:22.4,,
7238,973,838,1,2,19,01:22.5,,
7239,973,826,5,26,20,01:22.7,,
7240,974,8,6,7,1,01:13.1,01:12.2,01:12.2
7241,974,20,6,5,2,01:13.1,01:12.4,01:12.2
7242,974,822,131,77,3,01:13.3,01:12.9,01:12.2
7243,974,830,9,33,4,01:13.1,01:12.7,01:12.5
7244,974,817,9,3,5,01:13.2,01:13.0,01:13.0
7245,974,832,5,55,6,01:13.5,01:13.4,01:13.2
7246,974,815,10,11,7,01:13.5,01:13.4,01:13.3
7247,974,154,210,8,8,01:13.8,01:13.2,01:13.3
7248,974,18,1,22,9,01:13.7,01:13.5,01:13.6
7249,974,838,1,2,10,01:13.5,01:13.2,
7250,974,826,5,26,11,01:13.9,01:13.5,
7251,974,807,4,27,12,01:13.8,01:13.6,
7252,974,825,210,20,13,01:13.5,01:14.0,
7253,974,1,131,44,14,01:13.6,01:14.1,
7254,974,13,3,19,15,01:13.8,01:20.5,
7255,974,839,10,31,16,01:14.1,,
7256,974,835,4,30,17,01:14.7,,
7257,974,840,3,18,18,01:14.9,,
7258,974,836,15,94,19,01:15.2,,
7259,974,828,15,9,20,01:15.3,,
7260,975,1,131,44,1,01:12.7,01:12.5,01:11.5
7261,975,20,6,5,2,01:13.0,01:12.7,01:11.8
7262,975,822,131,77,3,01:12.7,01:12.6,01:12.2
7263,975,8,6,7,4,01:13.5,01:12.6,01:12.3
7264,975,830,9,33,5,01:13.2,01:12.8,01:12.4
7265,975,817,9,3,6,01:13.5,01:12.8,01:12.6
7266,975,13,3,19,7,01:13.4,01:13.0,01:12.9
7267,975,815,10,11,8,01:13.5,01:13.3,01:13.0
7268,975,839,10,31,9,01:13.5,01:13.3,01:13.1
7269,975,807,4,27,10,01:13.8,01:13.4,01:13.3
7270,975,826,5,26,11,01:13.8,01:13.7,
7271,975,4,1,14,12,01:13.7,01:13.7,
7272,975,832,5,55,13,01:14.1,01:13.8,
7273,975,154,210,8,14,01:13.8,01:13.8,
7274,975,835,4,30,15,01:14.0,01:14.3,
7275,975,838,1,2,16,01:14.2,,
7276,975,840,3,18,17,01:14.2,,
7277,975,825,210,20,18,01:14.3,,
7278,975,828,15,9,19,01:14.5,,
7279,975,836,15,94,20,01:14.8,,
7280,976,1,131,44,1,01:42.0,01:41.3,01:40.6
7281,976,822,131,77,2,01:43.0,01:41.5,01:41.0
7282,976,8,6,7,3,01:42.7,01:42.1,01:41.7
7283,976,20,6,5,4,01:43.0,01:41.9,01:41.8
7284,976,830,9,33,5,01:42.5,01:42.0,01:41.9
7285,976,815,10,11,6,01:43.2,01:42.5,01:42.1
7286,976,839,10,31,7,01:43.1,01:42.8,01:42.2
7287,976,840,3,18,8,01:43.6,01:42.3,01:42.8
7288,976,13,3,19,9,01:43.2,01:42.7,01:42.8
7289,976,817,9,3,10,01:42.9,01:42.2,01:43.4
7290,976,826,5,26,11,01:42.9,01:43.2,
7291,976,832,5,55,12,01:43.5,01:43.3,
7292,976,825,210,20,13,01:44.0,01:43.8,
7293,976,807,4,27,14,01:43.9,01:44.3,
7294,976,836,15,94,15,01:44.3,01:44.6,
7295,976,4,1,14,16,01:44.3,,
7296,976,154,210,8,17,01:44.5,,
7297,976,828,15,9,18,01:44.8,,
7298,976,838,1,2,19,01:45.0,,
7300,977,822,131,77,1,01:05.8,01:04.3,01:04.3
7301,977,20,6,5,2,01:05.6,01:04.8,01:04.3
7302,977,1,131,44,3,01:05.1,01:04.8,01:04.4
7303,977,8,6,7,4,01:05.1,01:05.0,01:04.8
7304,977,817,9,3,5,01:05.9,01:05.2,01:04.9
7305,977,830,9,33,6,01:05.8,01:04.9,01:05.0
7306,977,154,210,8,7,01:05.9,01:05.3,01:05.5
7307,977,815,10,11,8,01:06.0,01:05.4,01:05.6
7308,977,839,10,31,9,01:06.0,01:05.5,01:05.7
7309,977,832,5,55,10,01:05.7,01:05.5,01:05.7
7310,977,807,4,27,11,01:06.2,01:05.6,
7311,977,4,1,14,12,01:06.2,01:05.6,
7312,977,838,1,2,13,01:06.3,01:05.7,
7313,977,826,5,26,14,01:06.0,01:05.9,
7314,977,825,210,20,15,01:06.1,,
7315,977,835,4,30,16,01:06.3,,
7316,977,13,3,19,17,01:06.5,,
7317,977,840,3,18,18,01:06.6,,
7318,977,828,15,9,19,01:06.9,,
7319,977,836,15,94,20,01:07.0,,
7320,978,1,131,44,1,01:39.1,01:27.9,01:26.6
7321,978,8,6,7,2,01:40.5,01:29.0,01:27.1
7322,978,20,6,5,3,01:40.0,01:29.0,01:27.4
7323,978,822,131,77,4,01:39.7,01:28.7,01:27.4
7324,978,830,9,33,5,01:38.9,01:29.4,01:28.1
7325,978,807,4,27,6,01:39.2,01:29.3,01:28.9
7326,978,815,10,11,7,01:42.0,01:29.8,01:28.9
7327,978,839,10,31,8,01:39.7,01:29.7,01:29.1
7328,978,838,1,2,9,01:40.0,01:30.1,01:29.4
7329,978,154,210,8,10,01:42.0,01:30.0,01:29.5
7330,978,835,4,30,11,01:41.4,01:30.2,
7331,978,826,5,26,12,01:41.7,01:30.4,
7332,978,4,1,14,13,01:37.6,01:30.6,
7333,978,832,5,55,14,01:41.1,01:31.4,
7334,978,13,3,19,15,01:41.9,01:31.5,
7335,978,840,3,18,16,01:42.6,,
7336,978,825,210,20,17,01:42.6,,
7337,978,836,15,94,18,01:42.6,,
7338,978,828,15,9,19,01:42.6,,
7339,978,817,9,3,20,01:43.0,,
7340,979,20,6,5,1,01:17.2,01:16.8,01:16.3
7341,979,8,6,7,2,01:17.4,01:17.2,01:16.4
7342,979,822,131,77,3,01:18.1,01:17.4,01:16.5
7343,979,1,131,44,4,01:17.5,01:16.7,01:16.7
7344,979,830,9,33,5,01:17.3,01:17.0,01:16.8
7345,979,817,9,3,6,01:17.7,01:17.7,01:16.8
7346,979,807,4,27,7,01:18.1,01:17.7,01:17.5
7347,979,4,1,14,8,01:18.4,01:17.9,01:17.5
7348,979,838,1,2,9,01:18.5,01:18.0,01:17.9
7349,979,832,5,55,10,01:18.9,01:18.3,01:18.9
7350,979,835,4,30,11,01:18.7,01:18.4,
7351,979,839,10,31,12,01:18.8,01:18.5,
7352,979,826,5,26,13,01:18.7,01:18.5,
7353,979,815,10,11,14,01:19.1,01:18.6,
7354,979,154,210,8,15,01:19.1,01:18.8,
7355,979,825,210,20,16,01:19.1,,
7356,979,840,3,18,17,01:19.1,,
7357,979,836,15,94,18,01:19.8,,
7358,979,814,3,40,19,01:19.9,,
7359,979,828,15,9,20,01:20.0,,
7360,980,1,131,44,1,01:44.2,01:42.9,01:42.6
7361,980,20,6,5,2,01:44.3,01:44.0,01:42.8
7362,980,822,131,77,3,01:44.8,01:43.2,01:43.1
7363,980,8,6,7,4,01:44.7,01:43.7,01:43.3
7364,980,830,9,33,5,01:44.5,01:43.9,01:43.4
7365,980,817,9,3,6,01:45.1,01:44.2,01:43.9
7366,980,807,4,27,7,01:45.3,01:45.0,01:45.0
7367,980,815,10,11,8,01:45.6,01:44.9,01:45.2
7368,980,839,10,31,9,01:45.3,01:45.0,01:45.4
7369,980,835,4,30,10,01:45.4,01:44.7,
7370,980,4,1,14,11,01:45.7,01:45.1,
7371,980,154,210,8,12,01:45.7,01:45.1,
7372,980,825,210,20,13,01:45.5,01:45.4,
7373,980,832,5,55,14,01:45.4,01:45.4,
7374,980,838,1,2,15,01:45.4,,
7375,980,13,3,19,16,01:45.8,,
7376,980,826,5,26,17,01:46.0,,
7377,980,840,3,18,18,01:46.9,,
7378,980,828,15,9,19,01:47.2,,
7379,980,836,15,94,20,01:47.7,,
7380,981,1,131,44,1,01:36.0,01:34.7,01:35.6
7381,981,830,9,33,2,01:37.3,01:36.1,01:36.7
7382,981,817,9,3,3,01:38.3,01:37.3,01:36.8
7383,981,840,3,18,4,01:37.7,01:37.0,01:37.0
7384,981,839,10,31,5,01:38.8,01:37.6,01:37.7
7385,981,822,131,77,6,01:35.7,01:35.4,01:37.8
7386,981,8,6,7,7,01:38.2,01:37.0,01:38.0
7387,981,20,6,5,8,01:37.2,01:36.2,01:38.1
7388,981,13,3,19,9,01:38.3,01:37.5,01:38.3
7389,981,838,1,2,10,01:38.8,01:37.5,01:39.2
7390,981,815,10,11,11,01:38.5,01:37.6,
7391,981,807,4,27,12,01:39.2,01:38.1,
7392,981,4,1,14,13,01:39.1,01:38.2,
7393,981,826,5,26,14,01:39.2,01:38.2,
7394,981,832,5,55,15,01:39.8,01:38.5,
7395,981,825,210,20,16,01:40.5,,
7396,981,835,4,30,17,01:40.6,,
7397,981,828,15,9,18,01:41.7,,
7398,981,836,15,94,19,01:41.9,,
7399,981,154,210,8,20,01:43.4,,
7400,982,20,6,5,1,01:43.3,01:40.5,01:39.5
7401,982,830,9,33,2,01:42.0,01:40.3,01:39.8
7402,982,817,9,3,3,01:42.1,01:40.4,01:39.8
7403,982,8,6,7,4,01:43.3,01:40.5,01:40.1
7404,982,1,131,44,5,01:42.5,01:40.6,01:40.1
7405,982,822,131,77,6,01:43.1,01:41.4,01:40.8
7406,982,807,4,27,7,01:42.6,01:41.3,01:41.0
7407,982,4,1,14,8,01:42.1,01:41.4,01:41.2
7408,982,838,1,2,9,01:42.2,01:41.2,01:41.4
7409,982,832,5,55,10,01:42.2,01:41.8,01:42.1
7410,982,835,4,30,11,01:42.5,01:42.1,
7411,982,815,10,11,12,01:43.6,01:42.2,
7412,982,826,5,26,13,01:42.5,01:42.3,
7413,982,839,10,31,14,01:43.6,01:42.8,
7414,982,154,210,8,15,01:43.6,01:43.9,
7415,982,825,210,20,16,01:43.8,,
7416,982,13,3,19,17,01:44.0,,
7417,982,840,3,18,18,01:44.7,,
7418,982,836,15,94,19,01:45.1,,
7419,982,828,15,9,20,01:45.6,,
7420,983,1,131,44,1,01:31.6,01:31.0,01:30.1
7421,983,8,6,7,2,01:32.3,01:30.9,01:30.1
7422,983,830,9,33,3,01:31.9,01:30.9,01:30.5
7423,983,817,9,3,4,01:32.4,01:31.1,01:30.6
7424,983,20,6,5,20,,,
7425,983,839,10,31,6,01:32.5,01:31.7,01:31.5
7426,983,838,1,2,7,01:32.8,01:31.8,01:31.6
7427,983,807,4,27,8,01:32.6,01:31.8,01:31.6
7428,983,815,10,11,9,01:32.8,01:31.5,01:31.7
7429,983,4,1,14,10,01:33.0,01:32.0,01:31.7
7430,983,13,3,19,11,01:32.3,01:32.0,
7431,983,835,4,30,12,01:32.6,01:32.1,
7432,983,840,3,18,13,01:33.0,01:32.3,
7433,983,832,5,55,14,01:32.7,01:32.4,
7434,983,842,5,10,15,01:32.5,01:32.6,
7435,983,154,210,8,16,01:33.3,,
7436,983,825,210,20,17,01:33.4,,
7437,983,836,15,94,18,01:33.5,,
7438,983,828,15,9,19,01:34.0,,
7439,983,822,131,77,5,01:32.3,01:30.8,01:30.8
7440,984,1,131,44,1,01:29.0,01:27.8,01:27.3
7441,984,822,131,77,2,01:29.3,01:28.5,01:27.7
7442,984,20,6,5,3,01:29.4,01:28.2,01:27.8
7443,984,817,9,3,4,01:29.5,01:28.9,01:28.3
7444,984,830,9,33,5,01:29.2,01:28.7,01:28.3
7445,984,8,6,7,6,01:29.2,01:29.1,01:28.5
7446,984,839,10,31,7,01:30.1,01:29.2,01:29.1
7447,984,815,10,11,8,01:29.7,01:29.3,01:29.3
7448,984,13,3,19,9,01:30.4,01:29.7,01:29.5
7449,984,4,1,14,10,01:30.5,01:29.7,01:30.7
7450,984,838,1,2,11,01:30.7,01:29.8,
7451,984,807,4,27,12,01:30.3,01:29.9,
7452,984,825,210,20,13,01:30.8,01:30.0,
7453,984,835,4,30,14,01:30.5,01:30.0,
7454,984,832,5,55,15,01:30.6,01:30.4,
7455,984,154,210,8,16,01:30.8,,
7456,984,842,5,10,17,01:31.3,,
7457,984,840,3,18,18,01:31.4,,
